datetime,Qh,Qtau,Ustar,T_air,Rho_air,Wind_vel,Cd,qc_tot,qc_tot_ext
2020-11-24 10:20:00,,,,,,,,1,1
2020-11-24 10:30:00,-6.75,0.0537,0.2037154878746336,-0.09,1.2939759036144576,3.43,0.0035274417972103443,1,1
2020-11-24 11:00:00,-1.56,0.0695,0.231948270094864,0.03,1.29182156133829,3.3,0.004940312213039484,1,1
2020-11-24 11:30:00,-3.38,0.0432,0.1827566688249706,0.06,1.2934131736526948,3.57,0.002620656105579486,1,1
2020-11-24 12:00:00,0.0,0.0243,0.1371130920080208,0.05,1.2925531914893615,3.68,0.0013882325141776918,1,1
2020-11-24 12:30:00,-1.56,0.0539,0.2042057785666213,-0.04,1.2925659472422062,2.88,0.005027488425925923,1,1
2020-11-24 13:00:00,-6.76,0.0434,0.1833030277982336,-0.14,1.2916666666666667,3.59,0.0026070561215384733,1,1
2020-11-24 13:30:00,-10.14,0.0364,0.1676305461424021,-0.29,1.2953736654804269,3.88,0.0018665639281538957,1,1
2020-11-24 14:00:00,-17.04,0.1113,0.2932575659723035,-0.51,1.2941860465116282,4.21,0.004852150461800596,1,1
2020-11-24 14:30:00,-21.22,0.1475,0.33734255586866,-0.73,1.2961335676625656,4.48,0.005670041454081632,1,1
2020-11-24 15:00:00,-29.43,0.2542,0.4428317965096905,-0.81,1.2962774094849565,4.38,0.010221846917286961,1,1
2020-11-24 15:30:00,-34.89,0.3386,0.5111751167652823,-0.74,1.295828549559893,4.18,0.014955014766145464,1,1
2020-11-24 16:00:00,-13.8,0.1703,0.3624913792078371,-0.76,1.2960426179604263,3.24,0.01251714677640603,1,1
2020-11-24 16:30:00,-26.05,0.2891,0.4722287581247038,-0.84,1.296412556053812,3.94,0.014365224561313098,1,1
2020-11-24 17:00:00,-8.99,0.1546,0.3452535300326413,-0.91,1.296979865771812,3.15,0.012013101536911057,1,1
2020-11-24 17:30:00,-17.59,0.2146,0.4068169121361598,-0.96,1.296676737160121,3.53,0.01328154467173318,1,1
2020-11-24 18:00:00,-16.95,0.1634,0.3548238999842034,-1.18,1.2978554408260523,3.31,0.011491315340312698,1,1
2020-11-24 18:30:00,-19.84,0.1407,0.3290896534380866,-1.49,1.2991689750692523,3.07,0.011490838099077971,1,1
2020-11-24 19:00:00,-18.78,0.1034,0.2823118842698621,-1.16,1.2973651191969886,2.92,0.00934743854381685,1,1
2020-11-24 19:30:00,-10.29,0.1331,0.3203123475609393,-1.0,1.2972709551656918,2.74,0.013666151633011875,1,1
2020-11-24 20:00:00,-3.13,0.12,0.3041381265149109,-1.03,1.2972972972972974,2.4,0.016059027777777773,1,1
2020-11-24 20:30:00,-4.69,0.1406,0.3292415526630866,-1.07,1.2970479704797049,2.76,0.014230203738710357,1,1
