datetime_utc,Qh,Qle,Qtau,Ustar,Rho_air,Wind_vel,Wind_W_std,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-12-03 15:00:00,-6.946033981351125,0.1576414313599999,0.0087074433841865,0.08400596,1.234398,2.991124,0.1413818,0.0007887717781371664,1,1,1,1
2023-12-03 15:30:00,2.127219108805108,-0.6512026269000001,0.0114097459990889,0.0960323,1.237771,2.73726,0.2424915,0.0012308427130000915,1,1,1,1
2023-12-03 16:00:00,-6.022438762120571,0.03153683469,0.03648709480747,0.1715751,1.240048,2.055364,0.2645191,0.006968367239266778,1,1,1,1
2023-12-03 16:30:00,-3.989164672498615,0.07209665213,0.0121629117072073,0.09900083,1.241585,1.662407,0.1531005,0.0035465244105243638,1,1,1,1
2023-12-03 17:00:00,-4.249268973221685,0.3689960394,0.0151504063646061,0.1104749,1.24201,1.645534,0.1429528,0.004507269372406201,1,1,1,1
2023-12-03 17:30:00,-3.0991147043157103,-0.3458637901999999,0.0075420775424089,0.077932,1.242504,1.822955,0.1228168,0.0018275941002720924,1,1,1,1
2023-12-03 18:00:00,-2.6701801755485697,-0.23425856596,0.0057269361669931,0.06790175,1.24282,1.46602,0.1075128,0.0021452709126364364,1,1,1,1
2023-12-03 18:30:00,-1.0353612400080503,-0.22635388035,0.0019480767580286,0.03958549,1.243917,1.290491,0.09722316,0.0009409403445031254,1,1,1,1
2023-12-03 19:00:00,-1.046557464811322,-0.02992934195,0.0042872945902205,0.05870624,1.244744,1.072202,0.08068338,0.002997887321427676,1,1,1,1
2023-12-03 19:30:00,-0.5609762175549635,-0.0713376736599999,0.0004943431364347,0.01992137,1.246416,1.436039,0.04791465,0.00019244469076089033,1,1,1,1
2023-12-03 20:00:00,3.091183514238004,-0.752861024,0.0104258102247501,0.09135211,1.25012,1.568483,0.149257,0.0033921694133758886,1,1,1,1
2023-12-03 20:30:00,-0.3196649448077878,-0.2488413967599999,0.0096705771119145,0.08799201,1.249858,1.421217,0.05567383,0.0038332371580787473,1,1,1,1
2023-12-03 21:00:00,-18.785210004632518,0.8092790822000001,0.02380444904377,0.1379466,1.251768,1.471825,0.1513877,0.008784350392037808,1,1,1,1
2023-12-03 21:30:00,135.82317040909334,-7.790072283,0.0351708917842102,0.1674407,1.255294,1.06368,0.2309688,0.024779929988402106,1,1,1,1
2023-12-03 22:00:00,6.045967196525944,0.15354629396,0.017567736961001,0.1186995,1.247612,2.540723,0.1613763,0.0021826451814727734,1,1,1,1
2023-12-03 22:30:00,71.6660375205085,-7.535725585,0.0414457191154404,0.1816199,1.25734,1.384124,0.2135758,0.017217768574233145,1,1,1,1
2023-12-03 23:00:00,-3.973839817269908,-0.5145434851,0.0251798697280566,0.1413468,1.261246,0.7792297,0.1142888,0.0329034144095792,1,1,1,1
2023-12-03 23:30:00,1.8652175306656729,6.533577386,0.0126877801293676,0.1003498,1.260905,0.8384802,0.213613,0.014323442184172601,1,1,1,1
2023-12-04 00:00:00,8.977777162475418,0.6806569039,0.1128378778514734,0.29923,1.261266,0.9867023,0.4191568,0.09196826300193096,1,1,1,1
